ID,AGE,WORKCLASS,EDUCATION,EDUCATIONAL-NUM,MARITAL-STATUS,OCCUPATION,RELATIONSHIP,GENDER,CAPITAL-GAIN,CAPITAL-LOSS,HOURS-PER-WEEK,INCOME
297,23,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,40,0
298,34,Self-emp-not-inc,Assoc-voc,11,Never-married,Farming-fishing,Not-in-family,Male,27828,0,60,1
299,30,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Other-relative,Male,0,2057,48,0
300,39,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
301,30,Private,11th,7,Never-married,Handlers-cleaners,Other-relative,Male,0,1721,38,0
302,38,Local-gov,Some-college,10,Divorced,Adm-clerical,Unmarried,Female,0,0,38,0
303,26,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,Female,0,0,40,0
304,20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,16,0
305,37,Local-gov,Bachelors,13,Never-married,Prof-specialty,Unmarried,Male,0,0,40,0
306,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Female,0,0,40,0
307,24,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
308,42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
309,51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,3103,0,84,0
310,56,Local-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,0,45,1
311,22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
312,52,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,0
313,44,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,4934,0,45,1
314,34,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,4064,0,35,0
315,51,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,42,1
316,20,?,Some-college,10,Never-married,?,Not-in-family,Male,0,0,40,0
317,19,Private,Some-college,10,Never-married,Sales,Not-in-family,Female,0,0,25,0
318,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
319,68,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
320,22,Private,Some-college,10,Divorced,Protective-serv,Not-in-family,Male,0,0,40,0
321,56,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
322,37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
323,52,Private,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
324,26,Private,HS-grad,9,Separated,Handlers-cleaners,Own-child,Male,0,0,40,0
325,33,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,0
326,45,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Female,0,0,42,0
327,18,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,15,0
328,43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,1
329,64,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,50,1
330,18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,20,0
331,20,?,Some-college,10,Never-married,?,Own-child,Male,0,0,45,0
332,57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
333,41,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,3674,0,42,0
334,34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,50,1
335,19,Private,HS-grad,9,Never-married,Sales,Unmarried,Female,0,0,40,0
336,44,Private,9th,5,Divorced,Other-service,Unmarried,Female,0,0,55,0
337,56,Private,10th,6,Widowed,Other-service,Unmarried,Female,0,0,40,0
338,36,Self-emp-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,80,0
339,48,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Female,0,0,48,0
340,29,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
341,33,Private,Bachelors,13,Never-married,Craft-repair,Not-in-family,Male,2174,0,40,0
342,31,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
343,39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,45,1
344,66,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,10605,0,40,1
345,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Female,0,0,50,1
346,39,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Female,99999,0,40,1
347,59,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,50,1
348,26,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,0
349,31,Private,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Male,0,0,40,0
350,45,?,HS-grad,9,Widowed,?,Unmarried,Female,0,0,40,0
351,23,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,30,0
352,36,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
353,34,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,12,1
354,32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,84,1
355,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
356,33,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,45,0
357,50,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,80,1
358,32,Federal-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Male,0,0,40,0
359,35,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
360,37,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
361,44,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,60,0
362,57,Private,Some-college,10,Divorced,Handlers-cleaners,Other-relative,Male,0,0,25,0
363,29,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Own-child,Female,0,0,40,0
364,55,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
365,43,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,25,1
366,43,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,70,0
367,45,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,60,1
368,33,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,8,0
369,26,Private,10th,6,Divorced,Other-service,Unmarried,Female,0,0,40,0
370,23,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,68,0
371,41,Private,7th-8th,4,Separated,Craft-repair,Not-in-family,Male,0,0,40,0
372,24,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
373,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,44,0
374,34,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,45,0
375,40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
376,28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,1485,40,0
377,24,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
378,73,?,Some-college,10,Married-civ-spouse,?,Husband,Male,0,0,10,0
379,23,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Male,0,0,15,0
380,43,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
381,26,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,Female,0,0,40,0
382,58,Self-emp-not-inc,Doctorate,16,Married-AF-spouse,Exec-managerial,Wife,Female,0,1485,35,1
383,52,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Female,0,0,35,0
384,29,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,Male,0,0,99,1
385,47,Private,11th,7,Married-civ-spouse,Other-service,Husband,Male,0,0,35,0
386,49,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,37,0
387,40,Private,11th,7,Widowed,Adm-clerical,Unmarried,Female,0,0,40,0
388,62,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,0
389,49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,1977,55,1
390,50,Private,Bachelors,13,Divorced,Prof-specialty,Other-relative,Female,0,0,50,1
391,31,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,0
392,48,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,50,0
393,24,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,Female,0,0,40,0
394,41,?,HS-grad,9,Never-married,?,Own-child,Female,3418,0,40,0
395,37,Private,HS-grad,9,Separated,Machine-op-inspct,Own-child,Male,0,0,60,0
396,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,1
397,63,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,16,0
398,36,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
399,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
400,41,Private,Bachelors,13,Never-married,Sales,Not-in-family,Female,0,0,40,0
401,26,Private,Assoc-acdm,12,Never-married,Tech-support,Other-relative,Female,0,0,20,0
402,17,Private,11th,7,Never-married,Sales,Own-child,Female,0,0,25,0
403,27,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,36,0
404,43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,65,0
405,35,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,55,0
406,38,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
407,26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
408,28,Private,Some-college,10,Never-married,Exec-managerial,Own-child,Female,0,0,40,0
409,38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,24,1
410,36,Private,11th,7,Divorced,Transport-moving,Unmarried,Female,0,0,40,0
411,33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
412,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,1055,0,70,0
413,22,?,Assoc-acdm,12,Never-married,?,Own-child,Male,0,0,25,0
414,42,Federal-gov,10th,6,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
415,50,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,1
416,30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,30,0
417,37,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,Male,0,0,40,0
418,54,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,40,1
419,52,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,0
420,65,Private,1st-4th,2,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
421,33,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Female,0,0,40,0
422,25,Private,Some-college,10,Never-married,Tech-support,Other-relative,Male,0,0,40,0
423,24,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,45,0
424,26,Private,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Female,114,0,40,0
425,39,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,Male,0,0,40,1
426,59,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Female,0,0,40,0
427,29,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Female,0,0,40,0
428,47,Private,11th,7,Never-married,Other-service,Own-child,Female,0,0,45,0
429,23,?,Some-college,10,Never-married,?,Own-child,Female,0,0,35,0
430,64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
431,21,Private,HS-grad,9,Never-married,Other-service,Own-child,Male,0,0,20,0
432,32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,1
433,26,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Female,0,0,37,0
434,19,?,Some-college,10,Never-married,?,Own-child,Female,0,0,20,0
435,62,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
436,32,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,1
437,75,?,10th,6,Married-spouse-absent,?,Not-in-family,Female,0,0,5,0
438,45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
439,31,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,50,1
440,32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,2580,0,40,0
441,24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
442,25,Private,Bachelors,13,Never-married,Sales,Own-child,Female,0,0,40,0
443,41,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,0
444,18,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,20,0
445,44,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,55,1
446,40,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,3411,0,50,0
447,27,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,0
448,23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
449,21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,2174,0,40,0
450,37,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,40,0
451,65,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,48,0
452,43,Federal-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
453,45,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,44,0
454,24,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
455,24,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,42,0
456,19,Local-gov,Some-college,10,Never-married,Protective-serv,Own-child,Male,0,1721,35,0
457,37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,65,1
458,24,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,35,0
459,34,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
460,50,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,39,0
461,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
462,39,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,60,0
463,44,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,38,0
464,45,State-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
465,32,State-gov,11th,7,Never-married,Protective-serv,Own-child,Male,0,0,40,0
466,47,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
467,50,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
468,32,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
469,19,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
470,19,?,Some-college,10,Never-married,?,Own-child,Female,0,0,20,0
471,28,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Male,0,0,10,0
472,28,Private,HS-grad,9,Divorced,Sales,Other-relative,Male,0,0,50,0
473,39,Federal-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Male,0,0,40,1
474,21,Private,Some-college,10,Never-married,Other-service,Not-in-family,Male,2907,0,40,0
475,73,Self-emp-not-inc,Some-college,10,Widowed,Farming-fishing,Not-in-family,Female,0,0,75,0
476,39,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,Male,4508,0,40,0
477,25,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,40,0
478,31,Private,Some-college,10,Married-AF-spouse,Sales,Wife,Female,0,0,20,0
479,51,Private,Some-college,10,Divorced,Sales,Not-in-family,Female,0,0,32,0
480,39,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,28,0
481,31,Private,Bachelors,13,Divorced,Handlers-cleaners,Own-child,Male,0,0,40,0
482,21,Private,Some-college,10,Never-married,Sales,Own-child,Male,0,0,17,0
483,46,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,27828,0,50,1
484,73,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,35,0
485,41,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Male,0,0,40,0
486,20,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Male,0,0,40,0
487,27,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Male,0,0,30,0
488,24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Male,0,0,35,0
489,20,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
490,39,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
491,27,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,28,0
492,33,Private,11th,7,Married-civ-spouse,Sales,Husband,Male,0,0,60,0
493,33,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
494,36,State-gov,9th,5,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
495,55,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,36,0
496,19,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
497,35,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,0,0,60,0
498,34,Private,5th-6th,3,Never-married,Machine-op-inspct,Other-relative,Male,0,0,40,0
499,62,State-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,Female,0,0,35,0
500,33,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,1
501,39,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Male,4386,0,55,0
502,36,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,0
503,41,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,Female,0,0,33,0
504,39,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
505,38,?,HS-grad,9,Married-civ-spouse,?,Wife,Female,0,1887,10,1
506,18,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,10,0
507,61,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,45,1
508,20,Federal-gov,Assoc-voc,11,Never-married,Adm-clerical,Own-child,Female,0,0,36,0
509,35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,65,1
510,27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
511,66,Private,10th,6,Widowed,Other-service,Unmarried,Female,0,0,38,0
512,21,Private,HS-grad,9,Never-married,Transport-moving,Other-relative,Male,0,0,40,0
513,20,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,18,0
514,34,Private,Some-college,10,Divorced,Adm-clerical,Own-child,Male,0,0,40,0
515,63,Private,5th-6th,3,Never-married,Priv-house-serv,Not-in-family,Female,0,0,50,0
516,20,?,HS-grad,9,Never-married,?,Unmarried,Male,0,0,40,0
517,31,Private,HS-grad,9,Separated,Tech-support,Not-in-family,Female,0,0,40,0
518,41,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,2051,60,0
519,64,State-gov,1st-4th,2,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,45,0
520,32,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
521,30,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,1
522,36,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,72,0
523,22,Private,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,12,0
524,53,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,0
525,50,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,40,0
526,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
527,41,Self-emp-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
528,55,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,35,0
529,38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,15024,0,50,1
530,28,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,2174,0,50,0
531,24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,37,0
532,60,Private,Some-college,10,Divorced,Adm-clerical,Other-relative,Female,0,0,40,0
533,54,Private,10th,6,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
534,27,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
535,30,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,30,0
536,54,Private,HS-grad,9,Widowed,Transport-moving,Not-in-family,Male,0,0,45,0
537,44,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,5178,0,40,1
538,52,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,60,1
539,18,Private,11th,7,Never-married,Other-service,Own-child,Male,0,0,20,0
540,55,Private,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
541,35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,50,1
542,37,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,1
