AGE,WORKCLASS,EDUCATION,EDUCATIONAL-NUM,MARITAL-STATUS,OCCUPATION,RELATIONSHIP,GENDER,CAPITAL-GAIN,CAPITAL-LOSS,HOURS-PER-WEEK,INCOME
43,Self-emp-not-inc,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,60,0
47,Private,Some-college,10,Married-spouse-absent,Exec-managerial,Unmarried,Female,0,0,35,0
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,1
30,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,0
25,Local-gov,HS-grad,9,Never-married,Craft-repair,Own-child,Male,0,0,40,0
42,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
60,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,65,0
46,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,4386,0,38,1
39,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,1
28,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Male,0,1887,70,1
26,Private,10th,6,Never-married,Craft-repair,Not-in-family,Male,0,0,55,0
27,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
59,Private,Some-college,10,Divorced,Prof-specialty,Unmarried,Male,0,0,40,0
64,State-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
90,Self-emp-not-inc,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,2964,0,12,0
51,Private,Some-college,10,Divorced,Sales,Not-in-family,Female,0,0,45,1
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,2002,40,0
39,Private,7th-8th,4,Married-spouse-absent,Machine-op-inspct,Unmarried,Female,0,0,40,0
30,?,HS-grad,9,Never-married,?,Own-child,Male,0,0,25,0
47,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
24,Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,40,0
23,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,30,0
62,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,20,0
48,?,Some-college,10,Married-civ-spouse,?,Wife,Female,0,0,20,0
62,?,12th,8,Divorced,?,Not-in-family,Male,0,0,40,0
35,Self-emp-not-inc,Bachelors,13,Separated,Craft-repair,Not-in-family,Male,0,0,65,0
27,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Male,0,0,40,0
49,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Female,0,0,35,0
18,Private,10th,6,Never-married,Sales,Not-in-family,Male,0,0,20,0
19,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,30,0
63,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
54,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,40,0
24,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,40,1
61,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,1
50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,48,1
36,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,50,0
38,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,99999,0,50,1
30,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,Male,0,0,40,0
22,Private,HS-grad,9,Never-married,Craft-repair,Own-child,Male,2907,0,40,0
33,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,52,0
39,Local-gov,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,38,1
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
47,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,0
42,Local-gov,Bachelors,13,Divorced,Transport-moving,Not-in-family,Male,0,0,33,0
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
35,Private,Bachelors,13,Never-married,Sales,Not-in-family,Male,0,0,55,0
23,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,30,0
28,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
34,Private,HS-grad,9,Divorced,Adm-clerical,Own-child,Female,0,0,40,0
40,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
67,Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,Female,0,0,30,0
49,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,40,0
34,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Female,0,0,40,0
60,?,Bachelors,13,Married-civ-spouse,?,Husband,Male,0,0,40,0
26,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,Male,2463,0,35,0
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Male,0,0,40,0
40,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,Female,1831,0,30,0
56,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
35,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Male,0,1887,45,1
54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,2051,40,0
25,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,3325,0,40,0
28,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
31,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,0
45,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
52,State-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,5013,0,40,0
39,Self-emp-not-inc,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,50,0
19,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,40,0
23,Private,12th,8,Never-married,Adm-clerical,Unmarried,Male,0,0,40,0
23,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
52,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,1
33,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,1
35,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,Female,0,0,50,0
58,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,45,1
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,70,1
38,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
59,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,1887,40,1
41,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Male,0,0,50,1
27,?,9th,5,Separated,?,Unmarried,Female,0,0,50,0
19,Private,11th,7,Never-married,Transport-moving,Other-relative,Male,0,0,10,0
22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,20,0
59,Private,Assoc-acdm,12,Widowed,Exec-managerial,Unmarried,Female,0,0,40,0
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,3103,0,45,1
31,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,Male,0,0,43,0
18,Private,11th,7,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
20,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,35,0
28,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Male,0,0,60,0
28,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,30,0
49,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
38,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,1
19,Private,HS-grad,9,Never-married,Sales,Own-child,Male,0,0,20,0
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,7298,0,40,1
28,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,1
41,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Female,0,0,24,0
50,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,65,1
46,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Male,0,0,40,0
20,Private,Some-college,10,Never-married,Farming-fishing,Own-child,Male,0,0,40,0
45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
28,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,Female,0,0,50,0
37,Private,Some-college,10,Married-civ-spouse,Other-service,Wife,Female,0,0,40,0
46,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,50,1
66,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,40,0
35,?,Some-college,10,Married-civ-spouse,?,Own-child,Female,0,0,40,0
38,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,50,1
25,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,45,0
55,Federal-gov,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,Male,15024,0,40,1
48,Local-gov,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,Male,0,1902,40,0
56,Private,Some-college,10,Widowed,Craft-repair,Unmarried,Female,0,0,38,0
47,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,45,0
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
41,State-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
47,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,65,1
40,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Male,6849,0,43,0
41,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
21,Private,Some-college,10,Never-married,Sales,Own-child,Female,0,0,20,0
52,Private,HS-grad,9,Never-married,Sales,Not-in-family,Male,0,0,40,0
62,Private,Doctorate,16,Divorced,Prof-specialty,Unmarried,Male,15020,0,50,1
46,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,45,1
21,?,Some-college,10,Never-married,?,Own-child,Male,0,0,20,0
35,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
29,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Own-child,Female,0,0,40,0
21,Private,10th,6,Married-civ-spouse,Other-service,Husband,Male,3908,0,40,0
35,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,Male,0,0,50,0
46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,50,1
70,?,HS-grad,9,Married-civ-spouse,?,Husband,Male,0,0,40,0
35,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,1902,40,1
34,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Male,0,0,60,0
21,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,Male,0,0,30,0
29,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,60,0
41,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
51,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
47,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Male,0,0,40,0
42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,65,1
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Female,0,0,40,0
46,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Male,15024,0,40,1
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
49,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
58,Self-emp-not-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Female,0,0,40,0
41,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,50,1
50,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
77,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,10,0
27,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,Male,0,0,60,0
29,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,60,0
54,Private,Preschool,1,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
39,State-gov,Some-college,10,Separated,Prof-specialty,Unmarried,Female,0,0,37,0
32,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,Male,0,0,50,0
36,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
24,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Female,0,0,20,0
50,Self-emp-not-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,7688,0,45,1
32,Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Not-in-family,Male,0,0,65,0
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Female,0,0,40,0
49,?,Bachelors,13,Divorced,?,Own-child,Female,0,0,40,0
38,Private,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,42,0
47,Private,Bachelors,13,Widowed,Craft-repair,Unmarried,Female,6497,0,40,0
31,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,1
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Male,0,0,55,0
50,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
59,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
56,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Male,0,0,50,1
34,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Male,0,0,50,0
32,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,0
29,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Male,0,0,35,0
29,?,Some-college,10,Divorced,?,Own-child,Male,0,0,40,0
42,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Male,0,0,45,1
37,Private,Some-college,10,Divorced,Other-service,Unmarried,Female,0,0,40,0
36,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Female,0,0,40,0
59,Private,Masters,14,Widowed,Exec-managerial,Not-in-family,Female,0,0,40,1
32,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,99999,0,50,1
52,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,56,1
29,State-gov,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,0
39,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Female,14084,0,35,1
39,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Male,0,0,40,0
69,Private,Bachelors,13,Widowed,Exec-managerial,Not-in-family,Female,2346,0,15,0
43,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Female,0,0,35,0
39,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,0,1628,48,0
19,Private,Some-college,10,Never-married,Other-service,Own-child,Female,0,0,30,0
60,Local-gov,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
51,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,3137,0,40,0
75,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,Female,0,0,8,0
37,State-gov,Assoc-voc,11,Never-married,Prof-specialty,Unmarried,Female,5455,0,40,0
24,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,Male,0,0,40,0
20,Private,11th,7,Never-married,Other-service,Own-child,Male,594,0,20,0
58,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,70,0
21,State-gov,Masters,14,Never-married,Transport-moving,Own-child,Male,0,0,15,0
28,Private,HS-grad,9,Separated,Protective-serv,Other-relative,Male,0,0,40,0
40,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
45,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,0,0,50,0
40,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,Female,15024,0,40,1
41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Female,0,0,40,0
58,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Female,0,0,40,0
44,Local-gov,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Male,7688,0,40,1
26,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,65,0
29,Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,Male,0,0,45,0
45,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Female,0,0,40,0
23,Private,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Male,0,0,40,0
39,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,40,0
45,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,1
51,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Male,15024,0,40,1
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Male,0,0,40,0
67,?,7th-8th,4,Divorced,?,Not-in-family,Male,0,0,3,0
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,40,0
23,Private,Some-college,10,Never-married,Other-service,Unmarried,Female,0,0,25,0
33,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Male,0,0,35,0
37,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,43,0
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Female,0,0,40,0
90,?,1st-4th,2,Widowed,?,Not-in-family,Female,0,0,40,0
35,Private,11th,7,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,40,0
62,Private,7th-8th,4,Divorced,Tech-support,Unmarried,Female,0,0,38,0
20,?,Some-college,10,Never-married,?,Own-child,Female,0,0,15,0
25,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Male,0,0,40,0
21,Private,HS-grad,9,Never-married,Craft-repair,Other-relative,Male,0,0,40,0
32,Private,Some-college,10,Never-married,Other-service,Own-child,Male,0,0,35,0
32,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Female,5013,0,45,0
70,Local-gov,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Female,0,0,12,0
65,?,10th,6,Married-civ-spouse,?,Husband,Male,9386,0,50,1
57,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
31,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,60,1
34,Private,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,36,0
26,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,78,0
44,Private,Some-college,10,Married-civ-spouse,Sales,Husband,Male,0,0,48,0
66,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
39,Local-gov,HS-grad,9,Divorced,Craft-repair,Unmarried,Female,0,0,40,0
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,1
53,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,Male,0,0,40,1
36,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,50,0
61,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,Male,0,0,40,0
43,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Male,0,0,40,1
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,40,0
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Male,0,0,50,0
27,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,8,0
58,Local-gov,9th,5,Divorced,Other-service,Not-in-family,Female,0,0,40,0
37,State-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Female,0,0,12,0
56,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Male,0,0,26,0
36,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,Male,0,0,60,1
29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,40,0
28,Private,10th,6,Never-married,Transport-moving,Unmarried,Male,0,0,30,0
61,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,40,1
66,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,25,1
31,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,Male,7298,0,50,1
21,Private,Assoc-acdm,12,Never-married,Other-service,Own-child,Female,0,0,40,0
67,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Male,6418,0,58,1
26,Private,HS-grad,9,Widowed,Transport-moving,Not-in-family,Male,0,0,40,0
21,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,Male,0,0,50,0
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,40,0
33,Private,HS-grad,9,Divorced,Other-service,Unmarried,Female,0,0,32,0
59,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,10605,0,50,1
82,Self-emp-inc,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,50,0
34,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,50,1
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,50,1
19,Private,Some-college,10,Divorced,Other-service,Own-child,Female,0,0,40,0
57,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,1,0
41,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Male,99999,0,50,1
55,Private,10th,6,Married-civ-spouse,Other-service,Husband,Male,2580,0,40,0
27,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,Male,0,0,40,0
33,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Male,0,0,45,0
43,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Male,0,0,50,1
72,Federal-gov,Some-college,10,Widowed,Tech-support,Not-in-family,Female,0,0,16,0
68,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,Male,0,0,40,0
29,Private,HS-grad,9,Separated,Adm-clerical,Own-child,Female,0,0,40,0
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,60,0
30,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Male,0,0,40,0
31,Private,Bachelors,13,Divorced,Other-service,Not-in-family,Male,99999,0,70,1
